STUDY_PROGRAMME;CODE_OF_STUDY_PROGRAMME;Studienplan_Version;SPO_KKONTEXT;REGISTRATION_NUMBER;FAMILY_NAME_OF_STUDENT;FIRST_NAME_OF_STUDENT;GESCHLECHT;DATE_OF_ASSESSMENT;GUEL_U_AKTUELLE_ANTRITTE_SPO;GRADE;REMARK;Number_Of_The_Course;SEMESTER_OF_The_COURSE;COURSE_TITLE;Examiner;Start_Time;TERMIN_ORT;DB_Primary_Key_Of_Exam;DB_Primary_Key_Of_Candidate;COURSE_GROUP_NAME;FILE_REMARK;EMAIL_ADDRESS;ECTS_GRADE;Information
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;380913;Perry;Jenny;D;01.01.3000;1;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Perry(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;460850;Spencer;Ashley;D;01.01.3000;3;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Spencer(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;435873;Hall;Pearl;D;01.01.3000;2;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Hall(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;432295;Thomas;David;D;01.01.3000;1;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Thomas(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;342001;Bates;Myrtle;D;01.01.3000;2;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Bates(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;468411;Oliver;Veronica;D;01.01.3000;2;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Oliver(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;418112;Garrett;Bill;D;01.01.3000;1;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Garrett(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;381497;Murphy;Ellen;D;01.01.3000;3;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Murphy(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;413213;Coleman;Landon;D;01.01.3000;2;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Coleman(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;430188;King;Francis;D;01.01.3000;3;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;King(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;481895;Banks;Wayne;D;01.01.3000;1;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Banks(at)rwth-aachen.de;
Masterstudium - Musterstudiengang;9999 99 999;3000;[3000] Musteringenieurwesen;337398;Cunningham;Bryan;D;01.01.3000;2;;;99PV99999;00W;Musterwissenschaften;Max Mustermann Dr.-Ing. Univ.-Prof.;12:00;BS I (2131|101), <br>BS II (2131|102);999999;999999;;;Cunningham(at)rwth-aachen.de;
